Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual
T15286,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,High,Neutral,11-11-2024 21:55,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,75
T17537,I was overcharged by $221 this month. I need a refund immediately.,I was overcharged by $221 this month. I need a refund immediately.,Billing,Resolve at L1,High,Negative,09-11-2024 19:53,Updated credit card details on file. Confirmed next payment date. Closed issue.,406
T16088,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Resolve at L1,Low,Negative,15-08-2024 16:33,Provided link to pricing page. Confirmed service availability in their city.,1112
T13492,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Resolve at L1,High,Neutral,08-11-2024 11:31,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,110
T19247,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,High,Neutral,30-05-2024 05:17,Cannot replicate user reported issue. Requested screen recording from customer.,65
T19154,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,08-02-2024 17:45,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,317
T12413,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Low,Negative,15-05-2024 18:48,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,1054
T11029,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Follow-Up,Low,Neutral,03-02-2024 02:02,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,1100
T16664,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,18-08-2024 01:32,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,966
T10903,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Follow-Up,Low,Neutral,21-10-2024 12:41,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,1269
T18042,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,11-07-2024 17:27,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,355
T15690,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,29-02-2024 12:59,Awaiting confirmation of address change from validation team. Contact customer for documentation.,358
T11685,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,28-10-2024 13:30,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,303
T19089,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,03-11-2024 06:22,Answered question about operating hours. Closed ticket.,1048
T16372,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Low,Neutral,16-03-2024 16:32,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1116
T10452,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,Medium,Positive,24-03-2024 13:33,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,380
T10224,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,30-03-2024 05:28,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",358
T11278,I was overcharged by $137 this month. I need a refund immediately.,I was overcharged by $137 this month. I need a refund immediately.,Billing,Resolve at L1,High,Negative,26-08-2024 14:13,Checked plan details and billing cycle. Explained fee structure. No further action required.,414
T12904,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Low,Neutral,22-08-2024 13:24,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,1066
T15183,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Medium,Neutral,26-05-2024 07:06,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,376
T10090,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,High,Positive,23-03-2024 18:24,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,73
T19890,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,10-02-2024 17:22,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,310
T14980,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,High,Negative,30-06-2024 01:00,Awaiting confirmation of address change from validation team. Contact customer for documentation.,96
T14208,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,High,Neutral,23-01-2024 01:55,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,83
T18107,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Low,Negative,01-02-2024 17:54,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1189
T11496,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Negative,08-07-2024 23:45,Cannot replicate user reported issue. Requested screen recording from customer.,335
T18949,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Medium,Negative,08-09-2024 13:09,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,320
T10142,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Medium,Positive,16-02-2024 19:25,Provided link to pricing page. Confirmed service availability in their city.,447
T18727,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,18-02-2024 22:22,Completed name change on account profile. Sent confirmation email.,42
T14889,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,High,Neutral,11-05-2024 12:55,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,75
T18826,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Resolve at L1,Medium,Neutral,11-12-2024 12:18,Provided link to password reset tool. Confirmed access restored.,288
T18138,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,25-02-2024 02:22,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",292
T11625,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,Low,Positive,20-07-2024 04:24,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,919
T14003,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,29-07-2024 17:58,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,243
T14145,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Low,Negative,20-10-2024 11:04,Cannot replicate user reported issue. Requested screen recording from customer.,874
T14171,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Medium,Neutral,13-08-2024 10:50,Answered question about operating hours. Closed ticket.,312
T15841,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,16-02-2024 06:22,Answered question about operating hours. Closed ticket.,1183
T10977,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,High,Negative,08-08-2024 00:23,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,56
T14135,I need a detailed copy of my invoice for the month of December.,I need a detailed copy of my invoice for the month of December.,Billing,Resolve at L1,Medium,Neutral,26-05-2024 20:12,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,406
T11668,"The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Low,Negative,25-08-2024 08:38,Cannot replicate user reported issue. Requested screen recording from customer.,945
T14064,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,06-06-2024 05:15,Cannot replicate user reported issue. Requested screen recording from customer.,345
T16146,"The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,High,Neutral,10-07-2024 02:29,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,79
T10297,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Escalate,High,Negative,08-10-2024 06:40,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,67
T10044,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,High,Positive,17-12-2024 02:59,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,82
T19137,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Resolve at L1,Low,Negative,01-07-2024 00:27,Provided link to password reset tool. Confirmed access restored.,999
T19853,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,High,Neutral,04-08-2024 18:32,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,100
T18979,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,27-07-2024 21:03,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,382
T16861,Do you offer services in the Sydney region or only nationally? I am checking availability.,Do you offer services in the Sydney region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,11-03-2024 00:55,Provided link to pricing page. Confirmed service availability in their city.,823
T13309,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Medium,Negative,14-03-2024 06:54,Updated credit card details on file. Confirmed next payment date. Closed issue.,387
T19511,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Low,Negative,03-05-2024 12:47,Completed name change on account profile. Sent confirmation email.,1121
T19950,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,19-02-2024 18:15,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1111
T14216,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Medium,Neutral,14-07-2024 13:44,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,353
T19286,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,High,Negative,02-02-2024 20:22,Completed name change on account profile. Sent confirmation email.,45
T12893,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,High,Negative,20-06-2024 01:09,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,77
T12032,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,26-05-2024 06:56,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",474
T10726,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,19-12-2024 15:57,Provided link to pricing page. Confirmed service availability in their city.,1347
T17384,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Escalate,Medium,Negative,02-04-2024 04:48,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,408
T14284,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Follow-Up,Medium,Negative,11-10-2024 08:33,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,406
T16706,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,High,Negative,21-09-2024 08:59,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,52
T19136,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,High,Negative,16-12-2024 14:51,Updated credit card details on file. Confirmed next payment date. Closed issue.,72
T13400,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Medium,Negative,04-06-2024 01:37,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,309
T19253,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Medium,Negative,02-11-2024 14:11,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,386
T17443,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,09-11-2024 23:35,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,847
T14278,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,12-02-2024 00:38,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,490
T17580,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Negative,22-11-2024 21:18,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1172
T10013,I was overcharged by $235 this month. I need a refund immediately.,I was overcharged by $235 this month. I need a refund immediately.,Billing,Escalate,High,Negative,30-10-2024 08:04,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,47
T13888,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,17-05-2024 05:29,Cannot replicate user reported issue. Requested screen recording from customer.,418
T13006,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,Low,Negative,19-04-2024 08:10,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1275
T12439,Do you offer services in the Paris region or only nationally? I am checking availability.,Do you offer services in the Paris region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,14-11-2024 14:43,Provided link to pricing page. Confirmed service availability in their city.,895
T14658,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Escalate,Medium,Negative,24-04-2024 20:14,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,494
T16223,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,18-07-2024 22:18,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,1198
T18861,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Resolve at L1,Low,Negative,12-06-2024 22:14,Provided link to pricing page. Confirmed service availability in their city.,968
T11614,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Medium,Neutral,13-03-2024 23:08,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,490
T19045,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,High,Negative,23-05-2024 02:03,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,59
T16247,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Follow-Up,Low,Negative,18-01-2024 07:12,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,1206
T11538,"The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Low,Neutral,19-04-2024 13:56,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1033
T12770,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,14-08-2024 21:20,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,835
T11538,"The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Low,Neutral,19-04-2024 13:56,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1196
T17867,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,Medium,Positive,11-10-2024 19:32,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,294
T14838,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Negative,17-03-2024 05:54,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1062
T10837,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,03-10-2024 00:32,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,295
T13823,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,11-08-2024 14:18,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,385
T15411,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Negative,16-12-2024 20:15,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,772
T18998,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,05-10-2024 07:16,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,1031
T18548,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,24-04-2024 23:13,Completed name change on account profile. Sent confirmation email.,1142
T11710,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Low,Negative,20-08-2024 21:42,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1109
T11715,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,25-09-2024 02:39,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1175
T11106,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Low,Negative,07-08-2024 13:15,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1142
T12570,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Medium,Neutral,03-05-2024 19:21,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,326
T12253,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,29-03-2024 19:34,Checked plan details and billing cycle. Explained fee structure. No further action required.,1254
T17637,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Resolve at L1,High,Negative,27-12-2024 07:02,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,65
T10155,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Low,Negative,18-03-2024 03:36,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1201
T14032,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Low,Neutral,07-08-2024 11:03,Cannot replicate user reported issue. Requested screen recording from customer.,1133
T15629,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,31-03-2024 20:01,Answered question about operating hours. Closed ticket.,848
T15991,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,25-04-2024 07:27,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,412
T14391,"The app shows an error code 500 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 500 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Medium,Negative,28-12-2024 14:02,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,394
T16690,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,24-08-2024 12:47,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,434
T16181,I need a detailed copy of my invoice for the month of May.,I need a detailed copy of my invoice for the month of May.,Billing,Follow-Up,Low,Negative,08-06-2024 12:59,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1012
T19001,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Medium,Neutral,02-10-2024 03:16,Answered question about operating hours. Closed ticket.,403
T11292,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Negative,29-02-2024 20:17,Completed name change on account profile. Sent confirmation email.,260
T13937,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Escalate,Medium,Neutral,27-05-2024 15:39,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,436
T18868,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,10-09-2024 01:13,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,339
T17830,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,26-11-2024 13:20,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1104
T17329,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Low,Negative,23-08-2024 15:36,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1205
T11091,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,26-07-2024 13:31,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1100
T16953,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,High,Negative,14-06-2024 07:10,Awaiting confirmation of address change from validation team. Contact customer for documentation.,105
T19653,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,28-07-2024 02:45,Updated credit card details on file. Confirmed next payment date. Closed issue.,467
T14630,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,10-12-2024 15:46,Cannot replicate user reported issue. Requested screen recording from customer.,356
T19287,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Resolve at L1,High,Negative,23-06-2024 00:58,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,39
