Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Complexity_Score,Resolution_Time_Actual
T10886,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,12-02-2024 06:09,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,77
T10887,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Medium,Negative,04-01-2024 07:36,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,5.62,69
T10888,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Resolve at L1,High,Negative,15-03-2024 21:08,Confirmed feature is deprecated. Directed customer to the new equivalent feature.,6.63,32
T10889,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Medium,Negative,09-02-2024 09:38,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,5.62,70
T10890,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,02-08-2024 20:36,Cannot replicate user reported issue. Requested screen recording from customer.,6.63,86
T10891,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,14-06-2024 13:27,Provided link to pricing page. Confirmed service availability in their city.,4.12,29
T10892,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,31-12-2024 00:09,Provided link to pricing page. Confirmed service availability in their city.,4.12,21
T10893,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Resolve at L1,Medium,Negative,25-08-2024 00:21,Provided link to password reset tool. Confirmed access restored.,5.62,18
T10894,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Resolve at L1,Low,Negative,07-06-2024 07:42,Provided link to pricing page. Confirmed service availability in their city.,5.62,26
T10895,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Medium,Positive,17-03-2024 11:00,Provided link to pricing page. Confirmed service availability in their city.,4.12,16
T10896,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,02-05-2024 01:29,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,69
T10897,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,04-12-2024 05:52,Provided link to pricing page. Confirmed service availability in their city.,4.12,26
T10898,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,Medium,Positive,28-04-2024 11:11,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,4.12,81
T10899,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Low,Negative,18-04-2024 23:36,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,5.62,32
T10900,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,13-04-2024 18:27,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,5.62,148
T10901,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,15-01-2024 01:56,Provided link to pricing page. Confirmed service availability in their city.,4.12,21
T10902,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Follow-Up,Low,Negative,13-10-2024 10:40,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,5.62,71
T10903,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Follow-Up,Low,Neutral,21-10-2024 12:41,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,4.12,67
T10904,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Medium,Negative,18-02-2024 18:54,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,5.62,162
T10905,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,02-12-2024 16:45,Provided link to pricing page. Confirmed service availability in their city.,4.12,24
T10906,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Low,Negative,15-01-2024 13:42,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",7,76
T10907,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,High,Negative,26-04-2024 05:46,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",8,86
T10908,Do you offer services in the London region or only nationally? I am checking availability.,Do you offer services in the London region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,28-11-2024 09:32,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,79
T10909,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,28-05-2024 15:48,Completed name change on account profile. Sent confirmation email.,4.12,29
T10910,Do you offer services in the London region or only nationally? I am checking availability.,Do you offer services in the London region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,10-06-2024 04:04,Answered question about operating hours. Closed ticket.,4.12,31
T10911,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Escalate,Low,Negative,05-06-2024 05:03,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,5.62,144
T10912,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,02-09-2024 01:45,Completed name change on account profile. Sent confirmation email.,4.12,21
T10913,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,High,Positive,03-09-2024 12:39,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,4.12,67
T10914,Do you offer services in the Sydney region or only nationally? I am checking availability.,Do you offer services in the Sydney region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,28-08-2024 15:16,Answered question about operating hours. Closed ticket.,4.12,18
T10915,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,11-03-2024 23:49,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,71
T10916,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,17-11-2024 07:25,Cannot replicate user reported issue. Requested screen recording from customer.,5.62,84
T10917,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,High,Neutral,18-07-2024 05:27,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,4.12,32
T10918,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,07-09-2024 12:32,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",5.5,79
T10919,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,High,Negative,27-04-2024 20:34,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,5.62,71
T10920,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Low,Negative,16-04-2024 02:26,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,70
T10921,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,High,Positive,24-03-2024 13:53,Updated credit card details on file. Confirmed next payment date. Closed issue.,5.5,35
T10922,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Resolve at L1,Medium,Neutral,18-01-2024 15:56,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,5.13,22
T10923,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,High,Negative,02-07-2024 00:24,Cannot replicate user reported issue. Requested screen recording from customer.,6.63,77
T10924,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Resolve at L1,Medium,Negative,05-04-2024 18:54,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,6.63,22
T10925,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Low,Neutral,22-05-2024 14:36,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,4.12,151
T10926,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Medium,Neutral,15-06-2024 03:06,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,19
T10927,"The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Medium,Neutral,11-04-2024 00:07,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",5.5,73
T10928,I need a detailed copy of my invoice for the month of April.,I need a detailed copy of my invoice for the month of April.,Billing,Resolve at L1,High,Neutral,18-11-2024 01:39,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,4.12,21
T10929,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Low,Negative,20-08-2024 23:40,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,5.62,22
T10930,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Resolve at L1,Low,Neutral,26-02-2024 02:54,Provided link to password reset tool. Confirmed access restored.,5.13,26
T10931,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,02-03-2024 11:48,Answered question about operating hours. Closed ticket.,4.12,24
T10932,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,26-01-2024 03:16,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,76
T10933,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Escalate,Medium,Neutral,16-03-2024 01:53,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,6.5,153
T10934,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,29-03-2024 08:54,Cannot replicate user reported issue. Requested screen recording from customer.,5.62,80
T10935,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,24-08-2024 03:52,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,17
T10936,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Resolve at L1,Medium,Neutral,01-09-2024 14:14,Provided link to password reset tool. Confirmed access restored.,5.13,26
T10937,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,17-11-2024 13:48,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,5.62,29
T10938,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,26-08-2024 14:32,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",5.5,78
T10939,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Resolve at L1,Low,Positive,29-04-2024 01:46,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,4.12,23
T10940,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,High,Positive,27-12-2024 15:19,Provided link to pricing page. Confirmed service availability in their city.,4.12,16
T10941,I need a detailed copy of my invoice for the month of July.,I need a detailed copy of my invoice for the month of July.,Billing,Resolve at L1,Medium,Neutral,25-01-2024 11:45,Checked plan details and billing cycle. Explained fee structure. No further action required.,5.5,34
T10942,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,01-11-2024 17:55,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,4.12,69
T10943,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Low,Negative,17-08-2024 23:09,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,6.63,168
T10944,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Escalate,Medium,Neutral,02-05-2024 19:31,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,5.13,149
T10945,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,27-05-2024 02:19,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,82
T10946,I was overcharged by $457 this month. I need a refund immediately.,I was overcharged by $457 this month. I need a refund immediately.,Billing,Follow-Up,Low,Negative,26-05-2024 02:39,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,70
T10947,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,10-04-2024 21:33,Provided link to pricing page. Confirmed service availability in their city.,4.12,31
T10948,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,High,Positive,26-07-2024 21:52,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,4.12,19
T10949,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,03-11-2024 10:58,Cannot replicate user reported issue. Requested screen recording from customer.,5.62,81
T10950,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,14-12-2024 22:36,Provided link to pricing page. Confirmed service availability in their city.,4.12,20
T10951,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Medium,Neutral,16-11-2024 19:26,Completed name change on account profile. Sent confirmation email.,4.12,19
T10952,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,High,Negative,20-11-2024 01:23,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,5.62,20
T10953,Do you offer services in the Sydney region or only nationally? I am checking availability.,Do you offer services in the Sydney region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,22-04-2024 09:19,Provided link to pricing page. Confirmed service availability in their city.,4.12,31
T10954,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Low,Positive,25-10-2024 11:50,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,4.12,74
T10955,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,06-01-2024 11:13,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,78
T10956,I need a detailed copy of my invoice for the month of August.,I need a detailed copy of my invoice for the month of August.,Billing,Follow-Up,Low,Neutral,08-01-2024 13:54,Awaiting confirmation of address change from validation team. Contact customer for documentation.,4.12,74
T10957,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Medium,Neutral,31-07-2024 06:32,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,5.13,80
T10958,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,Medium,Positive,18-10-2024 23:02,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,4.12,82
T10959,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,11-05-2024 10:25,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",5.5,75
T10960,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Medium,Neutral,13-06-2024 23:07,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,4.12,146
T10961,I was overcharged by $457 this month. I need a refund immediately.,I was overcharged by $457 this month. I need a refund immediately.,Billing,Follow-Up,Low,Negative,21-08-2024 03:50,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,86
T10962,I need a detailed copy of my invoice for the month of December.,I need a detailed copy of my invoice for the month of December.,Billing,Resolve at L1,Low,Neutral,24-03-2024 02:24,Updated credit card details on file. Confirmed next payment date. Closed issue.,5.5,34
T10963,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,11-11-2024 16:43,Completed name change on account profile. Sent confirmation email.,4.12,25
T10964,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Low,Neutral,30-08-2024 21:39,Completed name change on account profile. Sent confirmation email.,4.12,31
T10965,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Medium,Negative,14-12-2024 00:53,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,72
T10966,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,26-05-2024 04:36,Checked plan details and billing cycle. Explained fee structure. No further action required.,7,17
T10967,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,05-03-2024 04:19,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",8,77
T10968,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,27-04-2024 15:44,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,16
T10969,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,16-02-2024 07:23,Completed name change on account profile. Sent confirmation email.,4.12,28
T10970,I was overcharged by $137 this month. I need a refund immediately.,I was overcharged by $137 this month. I need a refund immediately.,Billing,Follow-Up,High,Negative,10-09-2024 13:14,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,77
T10971,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,30-05-2024 09:16,Provided link to pricing page. Confirmed service availability in their city.,4.12,20
T10972,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,11-11-2024 00:53,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,6.63,152
T10973,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,18-07-2024 13:52,Checked plan details and billing cycle. Explained fee structure. No further action required.,7,36
T10974,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Medium,Neutral,21-05-2024 06:28,Answered question about operating hours. Closed ticket.,4.12,22
T10975,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,15-05-2024 16:03,Completed name change on account profile. Sent confirmation email.,4.12,28
T10976,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,30-08-2024 18:00,Answered question about operating hours. Closed ticket.,4.12,32
T10977,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,High,Negative,08-08-2024 00:23,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,5.62,159
T10978,Do you offer services in the Berlin region or only nationally? I am checking availability.,Do you offer services in the Berlin region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,15-04-2024 17:26,Provided link to pricing page. Confirmed service availability in their city.,4.12,15
T10979,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,26-05-2024 19:18,Provided link to pricing page. Confirmed service availability in their city.,4.12,24
T10980,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,10-06-2024 09:14,Provided link to pricing page. Confirmed service availability in their city.,4.12,21
T10981,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Medium,Negative,01-08-2024 22:03,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,80
T10982,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Low,Neutral,20-11-2024 14:29,Completed name change on account profile. Sent confirmation email.,4.12,15
T10983,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Low,Negative,20-02-2024 06:23,Completed name change on account profile. Sent confirmation email.,5.62,31
T10984,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Low,Negative,17-05-2024 22:18,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,5.62,164
T10985,I was overcharged by $176 this month. I need a refund immediately.,I was overcharged by $176 this month. I need a refund immediately.,Billing,Escalate,Medium,Negative,03-12-2024 21:40,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,5.62,163
T10986,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Escalate,Low,Positive,08-02-2024 19:51,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,4.12,145
T10987,I need a detailed copy of my invoice for the month of September.,I need a detailed copy of my invoice for the month of September.,Billing,Resolve at L1,Medium,Neutral,17-05-2024 21:55,Checked plan details and billing cycle. Explained fee structure. No further action required.,5.5,31
T10988,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Resolve at L1,Medium,Negative,19-07-2024 16:58,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,6.63,22
T10989,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,12-01-2024 18:52,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,78
T10990,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,Low,Negative,08-07-2024 06:29,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,5.62,34
T10991,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,High,Negative,21-02-2024 16:39,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,81
T10992,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,24-11-2024 17:50,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,4.12,74
